code,name,industry,lianban,prev_close,prev_pct,amplitude,turnover,volume_ratio,ma20,above_ma20,ma_bullish,is_finance,passed,total,failed
603269,海鸥股份,通用设备,3,22.18,10.02,5.95,3.59,0.69,16.73,True,True,False,5,7,"涨幅-5%到10%,量比>=0.8"
605287,德才股份,装修装饰,1,37.8,2.0,6.5,2.92,1.56,38.36,False,False,False,7,7,
603216,梦天家居,家居用品,1,20.59,0.0,2.91,1.07,0.79,20.75,False,False,False,6,7,量比>=0.8
601330,绿色动力,环境治理,1,7.1,0.42,1.27,0.77,1.38,7.13,False,False,False,5,7,"振幅>2%,换手率>1%"
603893,瑞芯微,半导体,1,176.9,-2.47,2.64,1.71,0.85,192.68,False,False,False,6,7,价格2-50元
603978,深圳新星,金属新材,1,19.02,0.48,2.48,3.23,1.1,19.24,False,False,False,7,7,
301151,冠龙节能,通用设备,1,17.28,0.76,5.83,1.76,1.22,16.79,True,False,False,7,7,
002081,金 螳 螂,装修装饰,1,5.6,-1.58,4.75,12.49,0.83,4.9,True,False,False,7,7,
603989,艾华集团,元件,1,28.6,0.78,6.62,5.54,1.4,28.53,True,False,False,7,7,
003018,金富科技,包装印刷,1,44.89,-4.59,6.35,7.95,1.11,40.61,True,True,False,7,7,
002903,宇环数控,通用设备,1,28.95,-0.92,7.8,19.92,0.98,28.82,True,True,False,7,7,
003036,泰坦股份,专用设备,1,54.19,0.43,7.17,4.07,1.41,52.78,True,False,False,6,7,价格2-50元
002328,新朋股份,汽车零部,1,7.73,-0.39,2.71,7.7,1.6,7.26,True,True,False,7,7,
002830,名雕股份,装修装饰,1,14.34,0.49,2.31,2.62,1.01,13.7,True,True,False,7,7,
002418,康盛股份,家电零部,1,4.9,-0.2,11.61,42.89,4.25,3.92,True,True,False,7,7,
002921,联诚精密,汽车零部,1,21.11,-0.24,3.21,3.27,1.09,22.26,False,False,False,7,7,
002141,贤丰控股,元件,1,6.45,2.87,5.26,14.76,1.16,6.29,True,False,False,7,7,
603358,华达科技,汽车零部,1,45.2,-5.2,10.19,3.09,1.57,43.81,True,False,False,6,7,涨幅-5%到10%
002881,美格智能,通信设备,1,40.82,-1.07,7.08,7.52,1.76,38.63,True,True,False,7,7,
600722,金牛化工,化学原料,2,15.27,10.01,12.75,20.7,1.02,12.61,True,True,False,6,7,涨幅-5%到10%
603559,中通国脉,通信服务,2,9.58,9.99,10.1,7.03,2.85,9.04,True,False,False,7,7,
920223,荣亿精密,通用设备,1,12.18,12.99,15.49,10.23,3.35,11.21,True,False,False,6,7,涨幅-5%到10%
603178,圣龙股份,汽车零部,1,16.23,-1.52,3.09,2.68,0.89,16.96,False,False,False,7,7,
002660,茂硕电源,消费电子,1,7.62,1.06,2.25,1.11,0.81,7.28,True,True,False,7,7,
603685,晨丰科技,光学光电,1,24.03,-0.21,2.91,0.91,1.37,25.67,False,False,False,6,7,换手率>1%
301231,荣信文化,出版,1,26.07,-1.29,3.07,4.78,0.91,27.28,False,False,False,7,7,
601595,上海电影,影视院线,1,16.66,0.0,1.5,0.62,0.56,17.25,False,False,False,4,7,"振幅>2%,换手率>1%,量比>=0.8"
603058,永吉股份,包装印刷,1,9.38,1.19,3.45,1.26,0.94,9.56,False,False,False,7,7,
301218,华是科技,IT服务Ⅱ,1,48.45,6.25,12.37,22.4,0.97,44.43,True,True,False,7,7,
605118,力鼎光电,计算机设,1,29.84,1.22,4.68,1.15,1.9,29.23,True,False,False,7,7,
300364,中文在线,数字媒体,1,22.73,0.66,4.3,7.95,1.6,24.26,False,False,False,7,7,
603950,长源东谷,汽车零部,1,59.85,-8.11,8.05,3.67,1.25,59.69,True,True,False,5,7,"涨幅-5%到10%,价格2-50元"
920021,流金科技,电视广播,1,6.81,1.79,3.74,6.42,2.44,7.02,False,False,False,7,7,
603201,常润股份,汽车零部,1,14.88,0.27,1.62,1.19,0.88,15.86,False,False,False,6,7,振幅>2%
603113,金能科技,化学原料,1,5.52,3.56,3.94,4.72,1.07,4.87,True,True,False,7,7,
601929,吉视传媒,电视广播,1,2.34,0.43,1.29,1.52,1.02,2.39,False,False,False,6,7,振幅>2%
301262,海看股份,广告营销,1,18.61,0.27,1.45,2.71,0.94,19.53,False,False,False,6,7,振幅>2%
603139,康惠股份,中药Ⅱ,1,34.63,-2.26,2.77,1.34,0.9,35.24,False,False,False,7,7,
002303,美盈森,包装印刷,1,5.17,1.77,7.09,4.42,1.18,5.05,True,False,False,7,7,
603068,博通集成,半导体,1,35.74,-1.95,3.57,5.35,0.88,39.29,False,False,False,7,7,
300911,亿田智能,厨卫电器,1,22.19,0.23,4.65,5.31,0.67,22.46,False,False,False,6,7,量比>=0.8
600246,万通发展,房地产开,1,12.12,-2.81,5.37,4.24,0.86,12.12,False,False,False,7,7,
603090,宏盛股份,通用设备,1,38.3,-1.06,5.06,2.3,0.97,38.68,False,False,False,7,7,
002757,南兴股份,专用设备,1,15.89,-0.31,2.82,3.85,1.44,16.92,False,False,False,7,7,
600671,天目药业,中药Ⅱ,1,20.78,2.87,5.99,2.64,1.91,21.17,False,False,False,7,7,
002875,安奈儿,服装家纺,1,13.17,1.7,2.16,1.78,0.92,13.45,False,False,False,7,7,
002396,星网锐捷,通信设备,3,36.69,10.01,9.87,15.16,1.38,30.78,True,True,False,6,7,涨幅-5%到10%
000977,浪潮信息,计算机设,1,77.44,-1.06,3.13,3.49,1.01,76.28,True,False,False,6,7,价格2-50元
603313,梦百合,家居用品,1,6.13,1.32,3.31,3.27,1.57,6.11,True,False,False,7,7,
603001,奥康国际,服装家纺,1,8.21,-1.32,2.52,2.08,0.76,7.66,True,True,False,6,7,量比>=0.8
002008,大族激光,自动化设,1,87.62,-2.64,3.67,2.63,0.75,92.12,False,False,False,5,7,"价格2-50元,量比>=0.8"
603236,移远通信,通信设备,1,56.04,-1.02,2.54,1.77,0.62,54.37,True,False,False,5,7,"价格2-50元,量比>=0.8"
603459,红板科技,元件,1,86.34,-3.48,3.94,13.09,1.1,92.31,False,False,False,6,7,价格2-50元
601136,首创证券,证券Ⅱ,1,14.42,0.77,2.17,0.51,1.46,14.31,True,False,True,5,7,"换手率>1%,非金融股"
603297,永新光学,光学光电,1,105.33,-1.82,2.83,0.85,0.86,103.69,True,False,False,5,7,"价格2-50元,换手率>1%"
002942,新农股份,农化制品,3,20.91,9.99,13.31,18.39,9.62,16.03,True,True,False,7,7,
600378,昊华科技,化学制品,2,53.31,10.01,1.47,5.21,1.36,46.65,True,False,False,4,7,"涨幅-5%到10%,价格2-50元,振幅>2%"
600654,中安科,软件开发,2,3.63,10.0,0.3,5.03,1.96,2.99,True,True,False,5,7,"涨幅-5%到10%,振幅>2%"
002742,冀衡医药,化学制药,4,6.24,10.05,11.99,41.97,7.38,4.41,True,True,False,6,7,涨幅-5%到10%
002631,德尔未来,家居用品,1,10.1,10.02,5.77,12.12,2.34,8.63,True,True,False,6,7,涨幅-5%到10%
002354,天娱数科,广告营销,1,7.85,9.94,0.0,5.63,0.66,7.74,True,False,False,5,7,"振幅>2%,量比>=0.8"
603900,莱绅通灵,饰品,2,7.85,9.94,0.0,6.51,0.82,6.29,True,True,False,6,7,振幅>2%
300378,鼎捷数智,软件开发,1,37.45,19.99,6.06,5.18,1.66,34.49,True,False,False,6,7,涨幅-5%到10%
002279,久其软件,软件开发,1,7.05,9.98,7.49,5.84,2.48,6.76,True,False,False,7,7,
000017,深中华A,饰品,7,11.45,9.99,7.4,25.08,2.02,7.03,True,True,False,7,7,
000059,华锦股份,炼化及贸,1,5.57,10.08,8.3,6.13,1.93,4.73,True,True,False,6,7,涨幅-5%到10%
600929,雪天盐业,化学原料,1,5.49,2.23,4.1,1.26,1.19,5.33,True,False,False,7,7,
603045,福达合金,金属新材,1,62.18,9.99,10.03,4.58,0.58,54.57,True,True,False,5,7,"价格2-50元,量比>=0.8"
600162,香江控股,房地产开,2,5.36,10.06,5.95,4.69,0.94,4.16,True,True,False,6,7,涨幅-5%到10%
002212,天融信,软件开发,1,6.93,10.0,5.56,9.41,3.54,6.57,True,False,False,7,7,
688152,麒麟信安,软件开发,1,38.04,20.0,14.26,7.2,1.57,30.94,True,False,False,6,7,涨幅-5%到10%
002165,红 宝 丽,化学制品,1,8.37,9.99,13.4,16.57,0.79,7.17,True,True,False,6,7,量比>=0.8
001288,运机集团,专用设备,1,28.46,10.01,12.6,11.04,4.55,26.5,True,False,False,6,7,涨幅-5%到10%
603778,国晟科技,光伏设备,1,10.36,9.98,10.4,7.16,2.0,10.18,True,False,False,7,7,
603016,新宏泰,电网设备,1,31.69,10.0,10.52,2.6,0.79,29.37,True,False,False,6,7,量比>=0.8
002918,蒙娜丽莎,家居用品,1,11.33,10.0,10.19,10.9,2.48,10.02,True,True,False,7,7,
002952,亚世光电,光学光电,1,21.79,9.99,10.5,4.38,2.11,19.87,True,True,False,7,7,
603011,合锻智能,专用设备,2,27.65,9.98,10.54,16.59,2.08,23.34,True,False,False,7,7,
603082,北自科技,自动化设,1,44.61,10.01,10.97,17.15,1.28,40.42,True,True,False,6,7,涨幅-5%到10%
603007,顺景科技,汽车零部,1,5.37,10.04,9.43,11.29,4.65,4.82,True,False,False,6,7,涨幅-5%到10%
002971,和远气体,化学制品,1,47.08,10.0,9.18,11.43,1.27,42.94,True,False,False,6,7,涨幅-5%到10%
605006,山东玻纤,玻璃玻纤,1,15.54,9.98,10.47,6.38,1.94,14.35,True,False,False,7,7,
603171,税友股份,IT服务Ⅱ,1,44.34,10.0,8.51,3.53,2.62,45.12,False,False,False,7,7,
002229,鸿博股份,IT服务Ⅱ,1,12.29,10.03,10.12,16.43,1.93,11.56,True,False,False,6,7,涨幅-5%到10%
601003,柳钢股份,普钢,1,4.05,10.05,10.6,1.55,2.98,3.77,True,False,False,6,7,涨幅-5%到10%
601700,风范股份,电网设备,1,8.38,9.97,14.17,18.01,1.0,7.07,True,True,False,7,7,
601222,林洋能源,电网设备,1,6.09,9.93,5.05,4.84,8.01,5.62,True,False,False,7,7,
002949,华阳国际,工程咨询,1,14.08,10.0,12.73,17.48,1.48,11.12,True,True,False,7,7,
001376,百通能源,电力,1,11.58,9.97,9.78,10.42,3.12,11.11,True,False,False,7,7,
000798,中水渔业,渔业,1,10.12,10.0,9.78,8.74,1.77,8.58,True,True,False,7,7,
000716,黑芝麻,休闲食品,1,5.67,10.1,11.26,10.37,1.56,4.99,True,False,False,6,7,涨幅-5%到10%
603608,天创时尚,服装家纺,1,19.7,9.99,9.88,5.82,2.05,18.8,True,False,False,7,7,
002915,中欣氟材,化学制品,1,18.87,10.03,9.68,9.34,5.77,17.53,True,False,False,6,7,涨幅-5%到10%
002578,闽发铝业,工业金属,1,4.33,9.9,10.41,7.33,1.94,3.61,True,True,False,7,7,
000062,深圳华强,其他电子,1,24.85,10.0,10.0,5.83,4.85,22.94,True,False,False,6,7,涨幅-5%到10%
603029,天鹅股份,专用设备,1,18.28,9.99,11.49,10.41,4.48,15.76,True,True,False,7,7,
603396,金辰股份,光伏设备,1,31.9,10.0,11.9,11.36,2.79,26.16,True,True,False,7,7,
605566,福莱蒽特,化学制品,1,28.51,9.99,10.53,3.59,2.11,25.84,True,False,False,7,7,
000626,远大控股,物流,1,9.41,10.06,10.88,5.87,2.08,7.93,True,True,False,6,7,涨幅-5%到10%
000567,海德股份,多元金融,1,7.01,10.05,11.15,4.35,4.37,6.19,True,False,False,6,7,涨幅-5%到10%
003030,祖名股份,农产品加,1,24.11,9.99,10.72,8.02,2.48,22.21,True,True,False,7,7,
600815,厦工股份,工程机械,1,4.46,10.12,11.11,10.11,2.94,3.75,True,True,False,6,7,涨幅-5%到10%
002427,尤夫股份,化学纤维,1,5.19,9.96,11.02,6.53,1.39,4.48,True,True,False,7,7,
600251,冠农股份,农产品加,1,11.77,10.0,10.47,8.44,3.46,10.03,True,True,False,6,7,涨幅-5%到10%
603086,先达股份,农化制品,1,6.33,10.09,10.96,5.18,3.13,5.67,True,True,False,6,7,涨幅-5%到10%
000925,众合科技,轨交设备,1,9.38,9.96,12.78,12.4,1.66,7.99,True,True,False,7,7,
600689,上海三毛,综合Ⅱ,1,12.22,9.99,10.53,6.41,4.14,10.64,True,True,False,7,7,
002486,嘉麟杰,服装家纺,1,2.95,10.07,10.45,9.38,3.3,2.52,True,True,False,6,7,涨幅-5%到10%
688209,英集芯,半导体,1,29.54,19.98,22.91,13.93,5.11,22.49,True,True,False,6,7,涨幅-5%到10%
600714,金瑞矿业,化学原料,1,19.12,10.01,12.49,19.26,1.49,15.69,True,True,False,6,7,涨幅-5%到10%
000912,泸天化,农化制品,1,4.36,10.1,10.86,7.2,2.78,3.76,True,True,False,6,7,涨幅-5%到10%
002437,誉衡药业,化学制药,1,4.86,9.95,15.61,38.86,1.2,3.95,True,False,False,7,7,
000565,渝三峡Ａ,化学制品,1,6.62,9.97,10.47,5.35,2.37,6.02,True,True,False,7,7,
002155,湖南黄金,贵金属,1,28.92,7.03,7.55,11.99,5.55,24.68,True,True,False,7,7,
600613,神奇制药,化学制药,1,12.4,6.8,14.13,41.34,1.54,7.39,True,True,False,7,7,
603237,五芳斋,食品加工,1,15.57,-1.95,7.81,6.34,7.64,14.48,True,True,False,7,7,
000890,法尔胜,环保设备,2,8.6,-2.05,14.24,30.04,8.72,7.51,True,True,False,7,7,
000576,甘化科工,地面兵装,1,8.16,2.0,6.25,14.72,5.37,7.27,True,True,False,7,7,
301666,大普微-UW,计算机设,1,475.86,1.42,13.19,29.99,4.35,430.3,True,False,False,6,7,价格2-50元
600721,百花医药,医疗服务,1,15.44,-7.43,9.95,47.77,1.38,12.76,True,True,False,6,7,涨幅-5%到10%
000951,中国重汽,商用车,1,21.88,-2.28,6.52,3.52,2.87,21.37,True,False,False,7,7,
600359,新农开发,种植业,1,7.51,0.54,9.5,17.26,3.47,6.46,True,True,False,7,7,
002072,凯瑞德,贸易Ⅱ,2,9.31,4.61,16.63,18.53,3.89,7.52,True,True,False,7,7,
603618,杭电股份,电网设备,2,35.92,2.31,8.46,27.62,2.65,28.47,True,True,False,7,7,
603261,立航科技,航空装备,1,57.0,-2.95,16.33,8.05,3.68,52.07,True,True,False,6,7,价格2-50元
300368,汇金股份,计算机设,1,9.38,-2.49,6.24,18.14,2.63,8.78,True,False,False,7,7,
600095,湘财股份,证券Ⅱ,2,9.55,0.1,6.81,7.32,3.09,8.22,True,True,False,7,7,
603938,三孚股份,化学原料,1,46.41,3.23,5.12,9.02,2.52,42.44,True,False,False,7,7,
601869,长飞光纤,通信设备,1,422.36,-1.04,5.77,5.25,1.33,353.86,True,True,False,6,7,价格2-50元
002953,日丰股份,电网设备,1,11.34,-4.55,2.95,12.91,1.39,10.36,True,True,False,7,7,
603002,宏昌电子,电子化学,1,17.67,4.49,8.04,11.38,2.4,15.46,True,False,False,7,7,
600683,京投发展,房地产开,1,11.03,-0.09,5.07,8.68,1.58,10.21,True,False,False,7,7,
603580,艾艾精工,塑料,1,83.43,3.61,9.67,10.71,1.07,63.75,True,True,False,6,7,价格2-50元
000586,汇源通信,通信设备,1,13.77,-4.44,5.41,12.86,3.4,12.49,True,True,False,7,7,
002980,华盛昌,电网设备,1,100.89,-1.14,5.7,10.65,0.89,89.61,True,False,False,6,7,价格2-50元
002536,飞龙股份,汽车零部,1,53.33,-1.66,4.17,12.12,1.05,43.45,True,True,False,6,7,价格2-50元
301399,英特科技,通用设备,1,22.17,4.38,13.37,43.14,4.06,17.39,True,True,False,7,7,
600108,亚盛集团,种植业,1,3.81,0.79,6.35,14.55,2.02,3.32,True,True,False,7,7,
600969,郴电国际,电力,2,10.09,-3.44,5.26,11.82,3.03,8.78,True,True,False,7,7,
603137,恒尚节能,装修装饰,1,22.75,-6.91,6.59,13.25,1.5,25.59,False,False,False,5,7,"涨幅-5%到10%,股价>MA20*0.9"
300456,赛微电子,半导体,1,40.4,9.01,6.56,20.97,4.52,32.21,True,True,False,7,7,
603435,嘉德利,电子化学,1,52.31,-1.86,5.57,15.96,2.66,52.09,True,False,False,6,7,价格2-50元
688790,昂瑞微-UW,半导体,1,112.82,-1.12,12.29,18.49,4.15,98.97,True,True,False,6,7,价格2-50元
301591,肯特股份,塑料,1,57.5,14.09,12.14,60.56,1.86,35.05,True,True,False,5,7,"涨幅-5%到10%,价格2-50元"
600397,江钨装备,专用设备,1,19.19,0.84,4.05,16.11,1.66,17.35,True,True,False,7,7,
002134,天津普林,元件,1,22.07,-2.47,3.76,6.79,2.56,21.52,True,False,False,7,7,
002190,成飞集成,汽车零部,1,25.99,1.84,4.62,8.21,3.7,23.73,True,True,False,7,7,
605258,协和电子,元件,1,30.42,-4.64,5.61,10.54,2.92,27.49,True,True,False,7,7,
002636,金安国纪,元件,1,73.18,5.43,6.27,13.13,2.12,63.71,True,True,False,6,7,价格2-50元
688300,联瑞新材,非金属材,1,189.9,1.97,7.42,10.73,1.62,148.93,True,True,False,6,7,价格2-50元
000962,东方钽业,小金属,1,57.72,0.3,4.52,7.86,1.64,53.33,True,True,False,6,7,价格2-50元
600330,天通股份,电子化学,1,28.94,-0.72,5.73,12.86,1.2,24.79,True,False,False,7,7,
002515,金字火腿,食品加工,1,8.35,-2.68,6.76,12.87,1.31,7.63,True,True,False,7,7,
600641,先导基电,半导体,1,34.8,2.35,7.68,12.07,2.02,31.93,True,False,False,7,7,
002824,和胜股份,工业金属,1,26.13,-2.06,6.48,12.25,1.47,23.77,True,True,False,7,7,
601208,东材科技,塑料,1,51.28,4.44,5.36,9.18,1.71,45.0,True,False,False,6,7,价格2-50元
002628,成都路桥,基础建设,1,5.48,3.79,10.04,12.68,3.88,4.96,True,True,False,7,7,
002852,道道全,农产品加,1,8.81,-0.9,6.41,12.27,2.72,8.02,True,True,False,7,7,
000592,平潭发展,林业Ⅱ,1,7.01,2.94,6.75,19.69,2.72,6.48,True,False,False,7,7,
601233,桐昆股份,炼化及贸,1,27.45,5.58,8.69,3.9,1.87,23.82,True,True,False,7,7,
603093,南华期货,多元金融,1,13.22,-2.22,4.14,5.18,1.59,12.15,True,False,False,7,7,
603319,美湖股份,汽车零部,1,26.51,-9.98,8.69,10.7,2.42,26.52,False,True,False,6,7,涨幅-5%到10%
603688,石英股份,非金属材,1,51.51,-0.1,5.47,5.05,2.1,48.18,True,False,False,6,7,价格2-50元
001309,德明利,半导体,1,429.03,-0.17,4.48,11.62,1.39,401.53,True,False,False,6,7,价格2-50元
688368,晶丰明源,半导体,1,141.5,0.87,9.0,8.18,2.25,124.12,True,False,False,6,7,价格2-50元
600345,长江通信,通信设备,1,51.05,-1.94,4.84,8.04,1.42,47.04,True,True,False,6,7,价格2-50元
605288,凯迪股份,自动化设,1,66.7,5.64,9.36,4.51,2.38,60.12,True,False,False,6,7,价格2-50元
002366,融发核电,其他电源,1,6.29,1.94,5.67,5.6,2.09,6.09,True,False,False,7,7,
301630,同宇新材,电子化学,1,198.0,-5.1,7.13,14.53,1.19,173.4,True,True,False,5,7,"涨幅-5%到10%,价格2-50元"
605277,新亚电子,消费电子,1,16.73,-1.59,1.71,5.06,1.63,15.32,True,True,False,6,7,振幅>2%
600468,百利电气,电网设备,1,6.54,-1.65,4.21,5.42,1.6,6.27,True,False,False,7,7,
688185,康希诺,生物制品,1,82.87,-10.68,11.55,14.4,0.98,62.69,True,True,False,5,7,"涨幅-5%到10%,价格2-50元"
605169,洪通燃气,燃气Ⅱ,1,12.21,1.75,3.25,3.52,1.4,10.67,True,True,False,7,7,
002963,豪尔赛,装修装饰,2,19.15,-10.01,7.28,12.96,1.53,18.46,True,True,False,6,7,涨幅-5%到10%
600604,市北高新,房地产开,1,4.88,-2.01,3.01,2.78,0.68,4.69,True,True,False,6,7,量比>=0.8
601038,一拖股份,专用设备,1,14.33,0.07,3.49,2.68,1.44,13.32,True,False,False,7,7,
605162,新中港,电力,1,10.16,3.78,7.76,12.03,1.46,9.11,True,True,False,7,7,
603392,万泰生物,医疗器械,1,30.37,-3.1,3.48,0.87,0.79,30.02,True,False,False,5,7,"换手率>1%,量比>=0.8"
002047,宝鹰股份,装修装饰,1,3.5,-1.13,2.54,3.01,0.8,3.44,True,False,False,7,7,
000428,华天酒店,酒店餐饮,2,4.55,-1.3,3.9,6.4,1.59,4.23,True,True,False,7,7,
600272,开开实业,医药商业,1,20.29,-6.5,10.37,35.59,1.18,16.63,True,True,False,6,7,涨幅-5%到10%
603979,金诚信,工业金属,1,81.72,1.71,5.43,1.39,1.19,76.35,True,True,False,6,7,价格2-50元
000997,新 大 陆,计算机设,1,20.51,-1.77,2.44,3.45,0.79,18.66,True,True,False,6,7,量比>=0.8
603121,华培动力,汽车零部,1,13.84,-0.57,3.3,4.67,1.51,12.53,True,True,False,7,7,
600362,江西铜业,工业金属,1,49.01,-0.39,2.97,3.39,0.93,46.27,True,True,False,7,7,
603200,上海洗霸,环境治理,1,43.64,-2.37,4.16,9.46,1.16,38.33,True,True,False,7,7,
301177,迪阿股份,饰品,1,26.47,0.34,6.86,2.0,1.29,23.82,True,True,False,7,7,
601212,白银有色,工业金属,1,7.63,5.97,10.28,9.38,1.37,5.94,True,True,False,7,7,
002094,青岛金王,家居用品,2,5.79,2.3,9.54,19.77,2.12,4.9,True,True,False,7,7,
603106,恒银科技,计算机设,1,7.93,-3.17,4.4,6.3,0.85,8.39,False,False,False,7,7,
603083,剑桥科技,通信设备,1,192.31,-2.98,6.41,8.51,0.92,169.48,True,True,False,6,7,价格2-50元
000533,顺钠股份,电网设备,1,11.84,1.54,6.09,15.15,1.79,11.77,True,False,False,7,7,
603118,共进股份,通信设备,1,17.73,-2.69,4.23,14.94,0.9,16.22,True,False,False,7,7,
001268,联合精密,家电零部,1,25.81,-0.54,6.09,10.74,0.97,20.83,True,True,False,7,7,
001258,立新能源,电力,1,13.3,-3.34,4.51,12.83,0.94,13.48,False,False,False,7,7,
603615,茶花股份,家居用品,1,19.1,3.24,6.16,3.93,1.67,16.97,True,True,False,7,7,
002445,中南文化,通用设备,2,3.39,-7.63,4.09,10.15,1.55,3.11,True,True,False,6,7,涨幅-5%到10%
600984,建设机械,工程机械,2,3.94,-8.58,6.96,9.91,1.41,4.0,False,True,False,6,7,涨幅-5%到10%
002880,卫光生物,生物制品,1,22.69,-2.03,1.9,2.79,0.8,21.18,True,True,False,5,7,"振幅>2%,量比>=0.8"
600508,上海能源,煤炭开采,2,12.12,3.06,9.95,9.09,1.57,9.32,True,True,False,7,7,
605303,园林股份,基础建设,1,23.43,0.51,4.29,3.79,1.02,21.54,True,True,False,7,7,
000796,凯撒旅业,旅游及景,1,4.32,1.65,3.53,7.33,1.31,3.94,True,True,False,7,7,
300642,透景生命,医疗器械,1,18.84,8.9,14.91,30.96,2.32,14.23,True,True,False,7,7,
600698,湖南天雁,汽车零部,1,7.23,-1.5,2.04,3.11,0.83,6.94,True,True,False,7,7,
603360,百傲化学,农化制品,1,13.85,0.22,1.95,1.89,0.82,13.42,True,False,False,6,7,振幅>2%
600470,六国化工,农化制品,1,6.28,2.95,4.59,10.63,1.29,5.71,True,True,False,7,7,
600838,上海九百,一般零售,1,8.6,3.37,5.53,8.77,1.55,7.58,True,True,False,7,7,
600281,华阳新材,小金属,1,4.98,0.2,2.82,4.93,0.71,4.61,True,True,False,6,7,量比>=0.8
603095,越剑智能,专用设备,1,16.98,4.11,9.69,8.43,1.25,14.5,True,True,False,7,7,
603079,圣达生物,化学制品,1,13.3,-3.13,2.69,7.24,0.7,12.85,True,False,False,6,7,量比>=0.8
002412,汉森制药,中药Ⅱ,5,13.13,-6.35,10.84,33.23,1.58,8.92,True,True,False,6,7,涨幅-5%到10%
603395,红四方,农化制品,1,31.0,5.69,14.25,45.67,1.72,25.29,True,True,False,7,7,
002907,华森制药,中药Ⅱ,1,15.52,-4.9,4.47,8.84,1.05,14.61,True,False,False,7,7,
000695,滨海能源,电池,1,14.87,-1.91,2.57,4.39,0.59,13.79,True,True,False,6,7,量比>=0.8
000566,海南海药,化学制药,1,5.04,-0.2,3.56,8.2,0.82,5.44,False,False,False,7,7,
688169,石头科技,小家电,1,128.6,-1.53,3.06,2.55,0.64,115.52,True,True,False,5,7,"价格2-50元,量比>=0.8"
603318,水发燃气,燃气Ⅱ,1,9.78,-1.61,2.41,11.87,0.84,9.26,True,True,False,7,7,
600936,北投科技,IT服务Ⅱ,1,5.06,1.0,3.99,4.37,0.94,5.42,False,False,False,7,7,
000779,甘咨询,工程咨询,1,9.63,0.1,3.95,12.24,0.81,11.16,False,False,False,6,7,股价>MA20*0.9
603637,镇海股份,专业工程,1,15.6,5.41,9.8,7.61,1.14,13.57,True,True,False,7,7,
002837,英维克,专用设备,1,64.48,-2.26,3.7,7.32,1.04,55.95,True,True,False,6,7,价格2-50元
002713,东易日盛,装修装饰,1,9.6,-0.83,2.38,1.77,0.55,9.73,False,False,False,6,7,量比>=0.8
000070,特发信息,通信设备,1,15.91,-3.58,3.33,8.99,1.1,14.85,True,True,False,7,7,
002686,亿利达,通用设备,1,6.7,-3.18,3.18,9.37,0.88,6.35,True,True,False,7,7,
002947,恒铭达,消费电子,1,64.64,-2.8,4.93,6.66,1.02,58.63,True,True,False,6,7,价格2-50元
600829,人民同泰,医药商业,1,10.31,-2.55,2.17,4.28,0.66,10.4,False,False,False,6,7,量比>=0.8
603687,大胜达,包装印刷,1,15.9,3.31,5.33,6.2,1.33,14.14,True,True,False,7,7,
002821,凯莱英,医疗服务,1,164.94,-3.34,3.77,2.59,0.53,169.21,False,False,False,5,7,"价格2-50元,量比>=0.8"
300922,天秦装备,地面兵装,1,18.85,0.16,4.78,11.09,1.1,17.69,True,True,False,7,7,
300097,智云股份,自动化设,1,10.03,-1.76,4.21,5.62,0.37,9.44,True,False,False,6,7,量比>=0.8
603758,秦安股份,汽车零部,1,11.65,-4.59,5.24,6.07,0.73,11.81,False,False,False,6,7,量比>=0.8
003021,兆威机电,电机Ⅱ,1,70.43,-1.57,2.42,1.19,0.54,76.67,False,False,False,5,7,"价格2-50元,量比>=0.8"
603217,元利科技,化学制品,1,29.93,2.05,6.1,2.92,1.0,25.74,True,True,False,7,7,
002451,摩恩电气,电网设备,1,7.75,-0.51,1.28,4.13,0.62,7.46,True,True,False,5,7,"振幅>2%,量比>=0.8"
