code,name,industry,lianban,limit_up_date,prev_close,prev_pct,prev_amplitude,prev_turnover,prev_volume_ratio,limit_pct,limit_gap,pct_3d,pct_5d,up_days,ma_bullish,above_ma20,ma5,ma10,ma20
603121,华培动力,汽车零部,1,20260826,12.57,2.7,4.58,1.02,0.96,10.02,0.4,3.2,-1.26,1,False,True,12.28,12.48,12.11
600362,江西铜业,工业金属,1,20260826,44.15,-3.92,4.74,2.61,0.99,10.01,1.83,-0.94,-5.26,0,False,False,44.91,45.43,45.35
603200,上海洗霸,环境治理,1,20260826,38.81,-0.82,11.86,11.37,6.49,10.0,-1.55,10.16,4.84,0,False,True,36.77,37.15,37.18
301177,迪阿股份,饰品,1,20260826,23.94,-2.64,6.71,1.14,1.71,20.01,-2.42,4.36,4.86,0,True,True,23.31,23.21,23.09
601212,白银有色,工业金属,1,20260826,6.58,-1.79,10.15,9.3,3.41,10.03,-0.3,18.77,17.5,0,True,True,6.06,5.83,5.57
002094,青岛金王,家居用品,2,20260826,5.14,10.06,11.13,5.41,2.81,9.92,-1.75,10.54,10.06,2,False,True,4.72,4.73,4.73
603106,恒银科技,计算机设,1,20260826,7.45,-2.36,3.28,4.35,0.68,10.07,-1.61,3.33,-5.7,0,False,False,7.37,8.02,8.22
603083,剑桥科技,通信设备,1,20260826,173.5,-0.85,5.74,6.3,0.73,10.0,1.73,-3.12,-6.75,0,False,True,175.2,176.69,160.65
000533,顺钠股份,电网设备,1,20260826,10.55,-0.28,2.93,4.59,0.6,10.05,0.0,-2.59,-9.44,0,False,False,10.7,11.38,11.69
603118,共进股份,通信设备,1,20260826,16.25,1.5,6.81,12.99,0.69,10.03,3.38,-4.41,-14.52,1,False,True,16.83,17.05,15.84
001268,联合精密,家电零部,1,20260826,22.32,-0.45,11.28,14.72,4.2,9.99,-1.03,10.93,8.24,0,True,True,20.99,20.56,19.55
001258,立新能源,电力,1,20260826,12.29,-2.23,7.16,11.84,0.95,10.01,-2.77,-0.16,-7.94,0,False,False,12.28,13.36,13.27
603615,茶花股份,家居用品,1,20260826,16.92,3.05,4.87,1.24,0.92,9.99,0.41,-1.28,-1.91,1,False,True,16.85,17.13,16.4
002445,中南文化,通用设备,2,20260825,3.37,10.13,0.0,0.2,0.07,10.09,10.09,10.49,12.71,1,True,True,3.14,3.05,2.95
600984,建设机械,工程机械,2,20260825,4.49,10.05,7.84,6.07,2.53,10.02,10.02,9.25,14.25,1,True,True,4.17,4.08,3.77
002880,卫光生物,生物制品,1,20260825,20.5,-2.94,5.59,1.66,1.5,10.0,3.37,3.02,-1.35,0,False,True,20.77,20.78,20.48
600508,上海能源,煤炭开采,2,20260825,9.88,10.02,7.68,3.54,3.62,10.02,6.98,12.79,14.22,4,True,True,9.03,8.86,8.72
605303,园林股份,基础建设,1,20260825,20.77,0.87,4.03,1.77,1.19,10.01,2.46,1.47,-6.1,1,False,True,20.95,21.3,20.64
000796,凯撒旅业,旅游及景,1,20260825,3.8,-1.3,3.38,2.11,1.06,10.0,0.53,1.88,-1.3,0,False,False,3.82,3.85,3.84
300642,透景生命,医疗器械,1,20260825,13.5,-1.53,4.45,2.62,0.89,20.0,5.93,1.81,-2.1,0,False,True,13.63,13.67,13.14
600698,湖南天雁,汽车零部,1,20260825,6.62,0.61,5.62,3.34,1.67,9.97,2.27,0.61,-7.15,1,False,False,6.67,6.94,6.79
603360,百傲化学,农化制品,1,20260825,12.52,-1.03,5.61,1.16,0.66,9.98,-0.88,0.24,-8.48,0,False,False,12.7,13.19,13.15
600470,六国化工,农化制品,1,20260825,5.39,-2.88,3.96,3.75,0.52,10.02,0.56,-7.07,-3.75,0,True,False,5.6,5.59,5.58
600838,上海九百,一般零售,1,20260825,7.29,-1.75,3.37,1.64,0.8,10.01,0.0,-0.27,-3.7,0,False,False,7.43,7.46,7.34
600281,华阳新材,小金属,1,20260825,4.59,-0.65,4.98,4.87,0.6,10.02,0.22,-7.09,-5.36,0,True,True,4.74,4.63,4.42
603095,越剑智能,专用设备,1,20260825,14.91,-2.29,4.59,5.63,1.15,9.99,-1.81,5.0,-9.25,0,True,True,14.75,14.63,13.59
603079,圣达生物,化学制品,1,20260825,12.63,-9.98,8.05,11.58,1.21,9.98,1.98,-4.75,-14.37,0,True,True,13.48,13.22,12.25
002412,汉森制药,中药Ⅱ,5,20260825,11.21,10.01,3.14,7.33,1.45,9.99,6.33,33.14,49.27,4,True,True,9.35,8.34,7.65
603395,红四方,农化制品,1,20260825,25.95,-5.91,8.92,26.84,1.46,10.02,-0.69,-10.52,8.31,0,True,True,27.91,25.2,24.03
002907,华森制药,中药Ⅱ,1,20260825,14.31,0.35,6.38,5.98,0.6,9.99,-1.54,-11.39,-14.77,1,True,True,15.14,14.9,13.94
000695,滨海能源,电池,1,20260825,13.95,1.68,4.15,5.11,1.05,10.04,-0.65,-2.79,-0.99,1,True,True,13.97,13.86,13.3
000566,海南海药,化学制药,1,20260825,4.52,-6.61,7.85,6.92,0.73,9.96,-0.44,-9.96,-17.22,0,False,False,4.97,5.32,5.59
688169,石头科技,小家电,1,20260825,112.5,-3.4,4.66,2.16,0.78,20.0,11.11,-4.66,-0.65,0,True,True,117.47,113.35,111.3
603318,水发燃气,燃气Ⅱ,1,20260825,9.31,-2.41,4.72,11.91,1.17,9.99,1.18,3.44,2.31,0,True,True,9.22,9.12,8.95
600936,北投科技,IT服务Ⅱ,1,20260825,4.63,-6.28,7.69,4.12,0.81,9.94,0.0,-1.91,-7.58,0,False,False,4.83,5.27,5.46
000779,甘咨询,工程咨询,1,20260825,9.1,-6.47,6.68,15.73,0.78,10.0,-0.88,-10.17,-14.39,0,False,False,9.9,10.52,11.64
603637,镇海股份,专业工程,1,20260825,12.75,-2.22,5.21,3.5,0.82,10.04,-1.57,-0.23,-7.94,0,False,False,13.3,13.48,12.83
002837,英维克,专用设备,1,20260825,54.75,1.16,6.78,3.86,1.18,10.01,-2.21,4.11,-6.71,3,False,True,54.39,55.39,53.41
002713,东易日盛,装修装饰,1,20260825,9.05,-2.79,6.02,2.72,0.9,10.06,-1.1,-3.0,-11.71,0,False,False,9.42,9.76,9.58
000070,特发信息,通信设备,1,20260825,14.61,-2.99,5.78,4.29,0.72,9.99,-2.33,2.89,-6.17,0,False,True,14.76,14.86,14.16
002686,亿利达,通用设备,1,20260825,6.2,-7.74,7.14,8.04,2.35,10.0,-1.45,2.14,-0.16,0,False,True,6.23,6.25,6.1
002947,恒铭达,消费电子,1,20260825,54.19,-5.26,8.11,5.13,1.62,10.0,1.49,-3.16,-11.56,0,False,False,57.23,58.09,56.47
600829,人民同泰,医药商业,1,20260825,9.22,-4.16,6.13,4.19,0.46,9.98,-0.22,-13.91,-20.1,0,False,False,10.34,10.73,10.18
603687,大胜达,包装印刷,1,20260825,13.1,-2.24,5.37,1.9,0.71,10.0,-1.3,-0.3,-10.82,0,False,False,13.43,13.89,13.61
002821,凯莱英,医疗服务,1,20260825,156.57,-6.86,9.51,4.59,0.91,10.0,-0.06,-8.22,-11.6,0,False,False,170.98,172.77,165.77
300922,天秦装备,地面兵装,1,20260825,17.11,0.23,2.46,2.34,0.81,19.99,-1.23,2.09,-6.14,1,False,True,17.11,17.44,17.0
300097,智云股份,自动化设,1,20260825,8.78,-17.17,19.81,18.03,1.57,20.05,-0.11,-11.85,-7.87,0,True,False,9.84,9.46,8.89
603758,秦安股份,汽车零部,1,20260825,11.02,-6.29,7.23,6.6,0.8,9.98,-1.0,-4.67,-22.5,0,False,False,11.57,12.79,11.2
003021,兆威机电,电机Ⅱ,1,20260825,66.16,-3.15,5.8,1.6,0.66,10.01,-0.85,-10.13,-19.27,0,False,False,71.59,76.57,77.39
603217,元利科技,化学制品,1,20260825,25.81,-2.6,3.4,2.1,0.86,10.0,0.0,-0.27,-3.48,0,True,True,26.29,25.97,23.74
002451,摩恩电气,电网设备,1,20260825,7.39,2.92,11.28,7.94,5.48,10.01,-2.98,3.21,-0.81,1,False,True,7.27,7.36,7.27
002259,升达林业,燃气Ⅱ,1,20260825,3.81,-1.04,3.12,1.53,0.72,9.97,-0.52,2.97,-3.54,0,False,False,3.79,3.88,3.85
600172,黄河旋风,通用设备,1,20260825,12.72,-6.06,8.27,10.94,0.66,9.98,-3.3,-11.79,-6.74,0,True,True,13.69,13.14,11.95
000659,珠海中富,包装印刷,1,20260825,2.59,-4.43,5.17,2.21,1.09,10.04,-0.39,-3.72,-9.76,0,False,False,2.71,2.81,2.77
002478,常宝股份,特钢Ⅱ,1,20260825,6.29,-0.32,5.55,4.42,1.29,10.02,-0.79,-3.23,-8.31,0,True,False,6.46,6.42,6.36
603912,佳力图,通用设备,1,20260825,8.25,-2.71,5.07,3.41,0.52,10.06,-2.18,4.17,-3.73,0,False,True,8.32,8.38,7.89
600605,汇通能源,一般零售,1,20260825,24.16,-1.59,2.85,1.0,0.74,10.02,1.49,2.29,-5.44,0,False,True,24.51,24.98,24.04
000931,中 关 村,化学制药,3,20260824,5.09,9.94,3.89,8.35,4.53,10.02,10.02,18.65,18.37,2,True,True,4.51,4.37,4.21
002906,华阳集团,汽车零部,1,20260824,25.66,-2.43,4.75,1.89,2.04,10.02,10.02,-2.99,-1.53,0,True,True,26.19,26.19,25.27
000065,北方国际,专业工程,1,20260824,9.07,1.57,2.69,1.08,0.79,10.03,10.03,-0.11,0.67,2,False,False,9.0,9.07,9.14
002017,东信和平,通信设备,2,20260824,14.53,9.99,8.4,5.7,3.35,9.98,4.89,7.47,6.21,2,False,True,13.56,13.69,13.68
603958,哈森股份,服装家纺,3,20260824,20.55,10.01,4.44,6.99,1.34,10.02,4.67,11.32,34.75,2,True,True,18.29,16.59,15.21
605286,同力天启,专用设备,1,20260824,24.92,-1.42,4.27,3.55,0.5,9.99,2.73,-9.45,-18.77,0,False,False,26.55,28.23,25.45
000620,盈新发展,房地产开,1,20260824,3.15,-3.08,4.92,8.58,0.66,10.16,2.54,-7.62,3.96,0,True,True,3.29,3.06,2.88
002277,友阿股份,一般零售,1,20260824,5.85,2.81,5.8,1.39,1.36,10.09,4.62,0.69,1.21,2,False,True,5.74,5.77,5.71
600594,益佰制药,中药Ⅱ,1,20260824,3.72,-4.12,5.67,4.57,1.0,9.95,0.54,-5.34,-4.12,0,False,False,3.86,3.86,3.73
301152,天力锂能,电池,1,20260824,19.43,1.94,4.46,4.01,0.85,20.02,0.21,-1.32,-2.36,2,False,False,19.45,19.86,19.97
603089,正裕工业,汽车零部,1,20260824,9.57,-4.3,6.8,4.79,1.28,10.03,-0.21,-18.9,-1.85,0,True,True,10.54,9.83,9.14
603032,德新科技,电池,1,20260824,18.38,1.27,5.01,2.05,0.87,10.01,1.74,-5.79,-4.32,1,False,False,18.77,19.08,18.41
002580,圣阳股份,电池,1,20260824,19.14,-3.92,4.92,10.4,0.58,9.98,-0.26,-4.49,-14.09,0,False,False,20.1,20.81,19.8
000723,美锦能源,焦炭Ⅱ,1,20260824,3.54,-1.94,3.32,2.62,1.01,9.89,0.56,0.0,-1.94,0,True,False,3.63,3.61,3.6
605198,安德利,农产品加,1,20260824,58.9,-1.88,6.56,1.54,1.23,10.0,1.66,-13.88,-13.06,0,False,False,63.53,65.61,61.63
003035,南网能源,电力,1,20260824,5.21,0.58,2.12,0.36,0.56,9.98,0.96,-2.8,-4.23,2,False,False,5.27,5.43,5.5
603105,芯能科技,电力,1,20260824,7.04,0.72,2.43,0.85,0.78,9.94,0.14,-0.85,-0.42,2,False,False,7.02,7.13,7.15
002651,利君股份,航空装备,1,20260824,7.83,0.13,2.69,2.92,0.47,9.96,-0.77,-11.12,-6.67,1,True,False,8.35,8.13,7.95
603330,天洋新材,塑料,2,20260824,9.97,10.04,15.23,27.11,1.62,10.03,0.0,-10.9,-6.65,1,True,True,10.41,9.72,8.38
603565,中谷物流,航运港口,1,20260824,12.29,1.91,4.64,1.5,1.25,10.01,1.46,13.27,17.27,4,True,True,11.47,11.03,10.8
002716,湖南白银,贵金属,2,20260824,10.42,10.03,10.77,18.29,2.21,9.98,5.95,10.5,17.08,2,True,True,9.58,9.46,8.8
600367,红星发展,化学原料,1,20260824,34.68,-3.37,6.35,14.84,0.89,10.01,0.78,-9.29,3.12,0,True,True,36.69,35.04,32.01
300313,天山生物,养殖业,1,20260824,12.8,-9.48,12.16,21.9,1.28,20.0,4.45,-0.62,43.18,0,True,True,13.0,10.8,9.38
601083,锦江航运,航运港口,1,20260824,11.92,2.58,4.65,7.83,2.38,9.98,0.5,5.11,7.48,4,True,True,11.51,11.38,11.3
600610,中毅达,化学原料,1,20260824,7.87,-1.87,12.09,11.87,2.24,10.04,-1.78,11.0,13.07,0,True,True,7.58,7.33,7.11
002052,同洲电子,其他电源,1,20260824,8.25,-1.2,2.63,0.89,0.52,10.06,-0.12,-5.39,-10.13,0,False,False,8.51,8.88,8.91
600403,大有能源,煤炭开采,1,20260824,6.64,-6.61,8.02,5.46,1.08,9.94,-0.6,7.1,5.06,0,True,True,6.61,6.6,6.21
002038,双鹭药业,化学制药,2,20260821,6.44,10.09,0.0,2.0,0.49,9.94,9.94,4.38,5.57,1,True,True,6.11,6.05,5.81
002209,达 意 隆,专用设备,1,20260821,11.96,1.1,4.06,5.22,1.73,10.03,10.03,3.64,6.22,4,True,True,11.72,11.48,10.99
688356,键凯科技,化学制药,2,20260821,89.45,20.0,0.0,0.96,0.31,20.0,20.0,11.83,10.0,1,True,True,80.97,79.58,73.86
601177,杭齿前进,通用设备,1,20260821,12.68,0.79,1.75,0.97,0.65,10.02,9.46,-5.58,-4.23,1,False,False,13.1,13.22,12.97
000710,贝瑞基因,医疗服务,2,20260821,9.37,9.98,4.34,4.57,0.79,10.03,8.54,3.42,-2.5,1,False,True,9.01,9.28,8.82
603333,福华尚纬,电网设备,1,20260821,8.95,3.11,5.18,2.71,1.02,10.06,6.82,-0.44,-2.29,1,False,True,8.92,9.11,8.81
603626,科森科技,消费电子,2,20260821,16.95,9.99,11.03,8.9,1.36,10.03,3.24,0.24,1.8,1,True,True,16.56,16.41,14.96
600460,士兰微,半导体,1,20260821,32.63,-5.39,7.54,9.37,1.39,9.99,-1.26,-4.17,1.08,0,True,True,33.76,33.07,31.45
603052,可川科技,消费电子,1,20260821,55.87,2.95,7.89,2.51,0.57,10.01,-1.54,-6.05,-0.89,1,True,True,57.53,56.39,52.93
603803,瑞斯康达,通信设备,1,20260821,10.29,2.08,3.97,3.85,0.54,10.01,-1.07,-7.46,-4.28,1,True,True,10.7,10.63,10.21
603065,宿迁联盛,化学制品,1,20260821,15.75,-3.37,5.52,7.81,0.78,10.03,-0.57,-4.31,-1.62,0,False,True,16.53,16.65,15.63
300839,博汇股份,炼化及贸,1,20260821,10.39,-0.57,2.87,1.67,0.82,20.02,-0.19,-3.97,-2.17,0,False,False,10.63,10.71,10.5
600353,旭光电子,其他电子,1,20260821,34.8,2.99,13.76,12.77,1.56,10.0,0.0,1.96,23.36,1,True,True,34.26,31.33,27.81
002655,共达电声,消费电子,1,20260821,34.34,-0.15,7.44,10.3,1.05,9.99,-1.51,-2.11,7.25,0,True,True,35.16,33.19,28.89
002988,豪美新材,工业金属,1,20260821,21.92,-0.81,3.53,2.34,0.62,9.99,-0.55,-3.73,3.49,0,True,True,22.83,22.05,21.11
002192,融捷股份,能源金属,1,20260821,65.92,-1.82,3.81,5.26,0.72,10.0,0.0,-10.96,-7.09,0,True,False,70.21,70.1,67.11
300214,日科化学,化学制品,1,20260821,10.75,-5.37,7.13,8.87,0.68,20.0,2.23,-17.62,-11.89,0,False,False,11.95,12.23,12.6
688137,近岸蛋白,生物制品,2,20260821,67.49,20.0,0.0,3.31,0.3,20.0,-2.1,-1.37,5.45,1,True,True,64.35,59.72,47.95
600577,精达股份,电网设备,1,20260821,7.87,-0.63,2.4,2.22,0.65,10.04,-0.64,-4.61,-2.96,0,False,False,8.16,8.2,7.95
000628,高新发展,房屋建设,1,20260821,41.23,4.06,7.93,7.73,1.2,9.99,0.02,2.51,3.31,1,True,True,40.82,40.0,38.66
002449,国星光电,光学光电,1,20260821,6.43,2.55,2.39,1.15,0.83,9.95,-0.47,-2.43,0.16,1,True,True,6.45,6.44,6.34
688328,深科达,专用设备,1,20260821,75.97,2.15,7.36,6.81,0.82,19.99,0.08,-9.66,-3.77,1,True,True,80.47,79.55,73.81
003031,中瓷电子,通信设备,1,20260821,129.13,-0.09,5.17,3.79,0.85,10.0,-0.73,-9.76,9.2,0,True,True,135.03,125.9,113.5
000603,盛达资源,贵金属,1,20260821,33.28,6.36,6.1,14.28,1.67,10.01,2.91,0.18,3.32,1,False,True,32.59,33.57,29.83
002638,勤上股份,照明设备,1,20260821,3.75,3.02,3.57,2.63,1.11,10.13,-1.33,7.14,6.53,1,False,True,3.66,3.66,3.59
002045,国光电器,消费电子,1,20260821,8.28,3.5,5.25,3.25,1.14,10.02,0.12,-1.78,-2.7,1,False,False,8.26,8.49,8.34
002491,通鼎互联,通信设备,2,20260821,19.27,9.99,11.93,19.1,0.92,10.02,4.1,-5.07,1.74,1,True,True,19.24,18.58,16.86
300016,北陆药业,化学制药,1,20260821,8.7,4.82,4.1,6.06,1.5,20.0,-1.03,-0.11,-0.57,1,True,True,8.61,8.59,8.2
300006,莱美药业,化学制药,1,20260820,4.95,-4.07,5.23,2.15,0.81,20.0,20.0,-6.43,-7.82,0,False,False,5.21,5.22,5.09
300142,沃森生物,生物制品,1,20260820,12.6,-3.67,4.51,4.06,0.95,20.0,20.0,-5.12,-4.26,0,True,False,13.12,13.04,12.69
688276,百克生物,生物制品,1,20260820,15.59,-0.38,2.56,0.45,0.87,20.01,20.01,-2.38,-1.02,0,True,True,15.79,15.71,15.18
688658,悦康药业,化学制药,1,20260820,12.91,-4.44,5.63,2.79,0.92,19.98,19.98,-5.49,-3.51,0,True,True,13.43,13.27,12.73
001277,速达股份,专用设备,2,20260820,32.97,10.01,11.21,5.52,3.02,10.01,10.01,12.99,12.41,4,True,True,30.18,29.48,28.12
002399,海普瑞,化学制药,1,20260820,10.25,-2.01,2.96,0.39,0.5,10.05,7.51,-3.39,-3.67,0,True,True,10.52,10.46,10.04
300122,智飞生物,生物制品,1,20260820,12.07,-3.29,3.93,1.59,0.78,19.97,19.88,-7.58,-8.28,0,False,False,12.74,12.98,12.89
603590,康辰药业,生物制品,1,20260820,31.21,-3.28,3.87,1.4,0.82,10.0,10.0,-4.64,-5.31,0,False,False,32.4,32.46,31.68
002940,昂利康,化学制药,1,20260820,25.83,-4.05,4.31,3.9,0.78,9.99,8.67,-3.76,-3.83,0,True,True,26.74,26.59,25.57
002365,永安药业,化学制药,1,20260820,14.33,-7.85,6.95,23.79,2.49,9.98,8.93,8.4,5.99,0,True,True,14.13,13.81,13.18
000590,古汉医药,中药Ⅱ,1,20260820,8.81,-2.76,3.42,1.6,1.5,9.99,2.61,-2.33,-2.33,0,True,True,9.0,8.95,8.56
920344,三元基因,生物制品,1,20260820,19.05,-5.65,7.23,1.34,0.77,29.97,20.73,-3.59,-2.91,0,True,True,19.77,19.68,19.04
688105,诺唯赞,生物制品,1,20260820,21.27,-8.12,8.03,3.32,0.89,19.98,17.54,-14.82,-9.87,0,True,True,23.47,22.95,20.41
603801,志邦家居,家居用品,2,20260820,6.57,10.05,7.04,3.12,2.63,10.05,4.41,10.79,8.77,2,True,True,6.06,5.99,5.82
603988,中电电机,电机Ⅱ,1,20260820,19.27,-5.35,4.72,3.62,0.63,10.02,2.75,-11.93,-18.38,0,False,False,20.9,22.01,20.28
002030,达安基因,医疗器械,1,20260820,5.43,-3.38,4.27,1.85,1.03,9.94,5.52,-5.89,-3.72,0,True,False,5.64,5.63,5.52
688114,华大智造,医疗器械,1,20260820,57.59,-8.15,9.27,2.6,0.81,20.0,11.13,-14.04,-9.9,0,True,True,64.43,61.65,55.33
001210,金房能源,电力,1,20260820,27.05,-2.94,7.18,11.78,1.62,10.02,4.07,12.52,23.18,0,True,True,25.58,23.79,20.96
300841,康华生物,生物制品,1,20260820,50.26,-7.3,8.19,6.16,1.76,20.0,18.94,2.91,3.63,0,True,True,50.23,49.12,47.15
688426,康为世纪,医疗器械,1,20260820,19.06,-1.35,4.09,1.04,0.76,19.99,7.56,-0.31,-1.45,0,True,True,19.23,19.16,17.78
603036,如通股份,专用设备,1,20260820,14.08,2.47,4.22,5.12,2.2,10.01,1.78,3.91,3.53,3,True,True,13.74,13.5,12.78
002743,富煌钢构,专业工程,1,20260820,4.02,-10.07,7.16,3.22,1.6,9.95,0.75,0.25,-1.71,0,True,True,4.11,4.05,3.82
000520,凤凰航运,航运港口,1,20260820,4.01,-4.3,5.73,3.44,1.43,9.98,4.49,4.43,0.75,0,True,True,4.03,3.99,3.9
601877,正泰电器,电网设备,1,20260820,23.89,-3.47,3.11,0.9,1.29,10.0,5.02,-4.48,-6.24,0,False,False,24.77,25.09,25.12
603285,键邦股份,化学制品,1,20260820,34.1,-10.0,11.01,13.23,1.13,10.0,1.17,1.19,3.46,0,True,True,35.22,34.83,32.95
301166,优宁维,生物制品,1,20260820,28.38,-3.14,4.03,2.76,0.75,20.01,7.43,-6.83,-1.29,0,True,True,29.48,28.86,26.99
002579,中京电子,元件,1,20260820,13.9,-8.25,7.19,13.18,1.08,10.0,2.88,-6.52,-7.15,0,True,True,14.8,14.74,13.22
603519,立霸股份,家电零部,1,20260820,15.03,-2.59,6.22,3.14,1.03,9.98,5.99,-1.25,-3.53,0,False,False,15.36,15.53,15.17
603882,金域医学,医疗服务,1,20260820,27.96,-3.39,3.49,1.73,0.69,10.01,4.76,-6.99,-7.63,0,False,False,29.31,29.62,28.35
300109,新开源,化学制品,1,20260820,13.32,-5.06,4.42,1.9,1.41,19.97,12.46,-3.27,-2.06,0,True,True,13.72,13.57,13.23
600250,南京商旅,旅游及景,1,20260820,8.4,-0.83,2.13,1.69,1.06,10.0,2.5,-1.06,-2.89,0,False,True,8.48,8.5,8.32
300363,博腾股份,医疗服务,1,20260820,20.4,-5.38,7.19,5.86,0.76,20.0,9.8,-6.72,-5.25,0,True,True,21.62,21.05,18.59
603177,德创环保,环境治理,1,20260820,10.0,-7.06,11.06,5.34,0.97,10.0,1.6,-2.25,6.04,0,True,True,10.08,9.67,9.12
603716,塞力医疗,医药商业,1,20260820,15.73,-5.75,5.81,5.86,0.66,9.98,4.83,-9.34,-12.71,0,False,False,16.91,17.46,16.53
000007,全新好,一般零售,1,20260820,10.99,-5.99,8.38,5.01,1.92,10.01,1.55,2.42,1.48,0,True,True,11.01,10.63,9.92
002552,宝鼎科技,元件,1,20260820,51.85,-9.98,14.5,11.54,1.03,10.01,2.76,-14.51,-13.68,0,True,True,58.15,54.87,45.6
300765,石药创新,化学制药,1,20260820,43.15,-2.82,4.84,1.75,0.88,20.0,15.78,5.84,0.94,0,True,True,42.81,42.21,39.83
605116,奥锐特,化学制药,1,20260820,20.0,-1.91,3.48,0.87,0.74,10.0,5.65,-3.98,-3.38,0,True,True,20.6,20.49,19.97
600539,狮头股份,互联网电,1,20260820,13.96,-4.05,7.56,8.93,1.69,10.03,0.0,-1.9,-6.68,0,False,False,14.29,14.67,15.05
300601,康泰生物,生物制品,1,20260820,12.06,-2.58,3.63,1.73,0.93,19.98,12.02,-4.96,-4.74,0,False,False,12.49,12.57,12.43
001360,南矿集团,专用设备,1,20260820,16.46,-5.94,5.2,3.76,0.61,10.02,2.07,3.07,-1.79,0,True,True,16.55,16.29,15.31
601118,海南橡胶,种植业,1,20260820,5.64,-0.88,6.15,3.28,1.9,9.93,-1.6,6.82,2.73,0,True,True,5.49,5.46,5.21
603578,三星新材,家电零部,1,20260820,12.5,-6.3,6.37,2.43,1.13,10.0,2.24,-2.34,-3.55,0,True,True,12.91,12.58,11.95
002811,郑中设计,装修装饰,1,20260820,12.11,-0.66,4.68,7.45,1.84,9.99,3.14,7.17,15.66,0,True,True,11.49,10.95,10.37
605080,浙江自然,文娱用品,1,20260820,20.31,-0.68,3.47,1.64,1.9,10.0,-0.1,-0.49,-2.26,0,False,True,20.39,20.48,20.11
688433,华曙高科,通用设备,1,20260820,86.04,-12.28,14.24,2.3,1.73,20.0,2.28,-9.24,-10.24,0,True,True,93.47,92.82,83.47
300710,万隆光电,通信设备,1,20260820,26.89,-5.62,6.11,2.95,1.08,20.01,1.0,-5.38,-7.37,0,False,False,28.26,28.36,27.34
002313,日海智能,通信设备,1,20260820,7.98,-5.23,4.28,1.61,0.66,10.03,0.25,-7.85,-6.88,0,True,False,8.45,8.41,8.11
600327,大东方,一般零售,1,20260820,3.85,-2.53,4.56,1.92,0.43,10.13,0.78,-3.75,-4.47,0,True,True,4.0,3.91,3.73
600211,西藏药业,生物制品,1,20260820,38.05,-1.93,2.53,1.21,0.69,10.01,5.78,-3.38,-2.29,0,False,False,39.07,39.07,38.71
300009,安科生物,生物制品,1,20260820,8.46,-2.53,3.8,2.11,0.64,19.98,11.11,-5.47,-0.24,0,True,True,8.74,8.6,8.4
001333,光华股份,塑料,1,20260820,20.17,-4.68,4.91,3.48,1.72,10.01,1.74,5.27,2.8,0,True,True,19.93,19.7,18.89
003010,若羽臣,互联网电,1,20260820,26.51,-5.32,5.61,4.72,0.94,10.0,0.23,-5.29,-9.43,0,False,False,27.78,27.83,26.7
000523,红棉股份,综合Ⅱ,1,20260820,3.21,5.59,8.55,8.86,5.32,9.97,-3.74,9.93,8.08,3,True,True,3.01,2.97,2.9
603666,亿嘉和,自动化设,1,20260820,23.7,-9.95,9.73,2.97,1.95,10.0,0.97,-6.03,-9.61,0,False,True,25.34,25.64,23.63
002333,罗普斯金,装修建材,1,20260819,5.76,3.23,3.76,2.08,2.42,10.07,10.07,4.16,2.86,3,True,True,5.61,5.55,5.39
600783,鲁信创投,通用设备,1,20260819,18.35,-2.86,2.96,2.78,0.72,10.03,10.03,-1.02,7.0,0,True,True,18.36,18.19,16.78
000020,深华发Ａ,光学光电,2,20260819,12.49,10.04,12.16,3.71,2.46,10.01,9.69,11.62,11.82,3,True,True,11.52,11.28,10.76
601011,宝泰隆,焦炭Ⅱ,1,20260819,2.76,3.37,9.74,5.12,3.89,10.14,8.33,3.37,2.22,2,True,True,2.7,2.68,2.6
603506,南都物业,房地产服,1,20260819,10.8,-0.18,2.22,1.28,0.6,10.0,8.89,2.96,1.98,0,True,True,10.7,10.55,9.95
001301,尚太科技,电池,1,20260819,56.66,1.18,3.73,1.94,0.95,10.01,5.79,5.39,3.11,3,False,True,54.99,54.11,54.26
002900,哈三联,化学制药,1,20260819,14.21,-4.76,5.76,12.0,0.56,9.99,0.63,-0.07,-2.54,0,True,True,14.38,13.97,12.91
603102,百合股份,食品加工,1,20260819,40.87,-4.15,14.4,14.0,1.57,9.98,7.9,0.91,8.81,0,True,True,40.82,38.42,35.08
000526,学大教育,教育,2,20260819,35.54,10.0,0.0,2.64,0.67,9.99,4.98,3.86,-1.96,1,False,True,34.24,35.02,34.51
000736,中交发展,房地产服,1,20260819,4.45,-0.45,2.68,1.73,0.51,10.11,3.82,-3.68,-1.11,0,True,True,4.59,4.52,4.34
301211,亨迪药业,化学制药,1,20260819,12.12,-2.57,4.98,4.3,1.27,19.97,-0.99,2.19,3.68,0,True,True,12.06,11.7,11.13
301130,西点药业,化学制药,1,20260819,27.82,-7.97,8.01,16.6,1.8,19.99,0.58,8.21,9.57,0,True,True,28.0,26.47,24.73
603848,好太太,家居用品,1,20260819,13.33,-4.17,5.54,1.04,2.19,9.98,-0.38,-1.11,-0.52,0,True,True,13.53,13.46,13.14
001338,永顺泰,农产品加,1,20260819,8.75,1.74,3.49,2.03,2.52,10.06,-0.11,1.16,-0.34,2,False,True,8.66,8.72,8.63
603290,斯达半导,半导体,1,20260819,91.19,1.47,6.02,3.7,1.67,10.0,-3.17,5.19,4.66,3,True,True,88.61,87.88,85.27
