code,name,industry,lianban,limit_up_date,prev_close,prev_pct,prev_amplitude,prev_turnover,prev_volume_ratio,limit_pct,limit_gap,pct_3d,pct_5d,up_days,ma_bullish,above_ma20,ma5,ma10,ma20
600371,万向德农,种植业,6,20260901,11.54,10.01,0.0,1.68,0.14,9.97,9.97,33.1,49.1,4,True,True,9.62,8.9,8.0
002696,百洋股份,饲料,1,20260901,6.39,0.63,4.09,4.76,1.07,3.6,-0.63,1.27,7.39,2,True,True,6.28,6.2,5.99
000560,我爱我家,房地产服,3,20260901,2.64,10.0,6.25,10.62,1.12,9.85,9.85,10.46,18.39,1,True,True,2.4,2.33,2.28
002181,粤 传 媒,出版,1,20260901,8.42,0.0,1.78,1.6,1.03,3.44,-0.95,0.72,1.81,0,False,False,8.32,8.45,8.82
000019,深粮控股,农产品加,1,20260901,7.32,2.09,6.28,8.53,1.16,-1.64,0.0,10.08,15.09,4,True,True,6.88,6.77,6.46
002104,恒宝股份,通信设备,1,20260901,11.66,-1.35,3.21,10.01,0.61,-4.29,-1.97,2.91,8.57,0,True,True,11.55,10.8,10.79
600693,东百集团,一般零售,1,20260901,9.56,2.25,3.64,6.13,1.02,-2.62,-0.1,6.7,6.82,2,False,True,9.06,9.16,9.49
605365,立达信,照明设备,1,20260901,14.51,1.75,6.66,1.92,1.27,-1.86,-2.27,1.4,4.84,2,True,True,14.32,14.11,13.96
600313,农发种业,种植业,1,20260901,7.5,3.73,7.88,16.53,1.31,-4.27,2.4,6.99,15.38,2,True,True,7.04,6.87,6.31
002172,澳洋健康,医疗服务,1,20260901,4.5,-4.66,8.05,23.87,0.88,-4.22,-2.22,-2.6,11.39,0,True,True,4.6,4.5,4.03
600828,茂业商业,一般零售,1,20260901,4.09,1.74,3.73,0.79,1.08,-2.93,0.24,1.49,3.81,2,True,True,4.0,3.97,3.97
605188,国光连锁,一般零售,1,20260901,13.37,10.04,10.53,2.32,2.77,1.87,5.39,10.95,8.43,2,False,True,12.34,12.54,12.7
600127,金健米业,农产品加,1,20260901,11.77,9.18,10.11,45.07,1.14,2.29,0.17,26.42,43.54,4,True,True,10.02,8.83,7.41
000711,京蓝科技,环境治理,1,20260901,6.25,0.32,2.89,3.56,0.67,-5.76,-0.64,-5.3,2.29,2,True,True,6.34,6.19,5.81
600830,香溢融通,多元金融,1,20260901,8.42,-0.36,1.54,0.92,0.79,-0.36,-0.48,0.96,3.44,0,True,True,8.38,8.24,8.16
000564,供销大集,一般零售,1,20260901,1.56,2.63,5.26,3.03,1.63,-3.21,0.64,7.59,9.09,4,False,True,1.48,1.49,1.46
600785,新华百货,一般零售,1,20260901,12.42,6.61,13.73,25.13,1.71,-7.33,0.0,5.43,27.52,2,True,True,11.6,10.36,9.59
002470,金正大,农化制品,1,20260901,2.16,3.85,8.17,7.2,1.85,-2.31,0.0,9.64,11.34,4,True,True,2.03,2.0,1.98
002945,华林证券,证券Ⅱ,1,20260901,14.72,-0.2,3.19,0.75,1.54,-0.95,-0.68,6.59,5.14,0,False,True,14.24,14.18,14.46
002882,金龙羽,电网设备,1,20260901,22.03,-1.43,2.42,3.76,0.58,-1.91,-2.5,-0.68,1.99,0,False,False,22.55,22.0,22.25
600354,敦煌种业,种植业,1,20260901,8.21,10.05,10.05,20.6,1.12,0.97,9.99,15.8,27.68,2,True,True,7.28,6.99,6.55
300189,神农种业,种植业,1,20260901,6.62,-0.15,13.27,40.66,1.22,-4.98,1.36,6.26,18.43,0,True,True,6.28,6.1,5.45
920855,浙江大农,专用设备,1,20260901,13.51,5.55,12.89,3.47,5.36,-4.22,-1.11,8.95,9.84,2,False,True,12.64,12.64,12.53
605300,佳禾食品,饮料乳品,1,20260901,9.85,1.86,3.0,0.67,1.25,-1.02,0.3,0.31,2.82,1,False,True,9.73,9.77,9.79
600121,郑州煤电,煤炭开采,2,20260901,4.46,4.45,5.62,9.26,1.15,10.09,0.9,6.7,12.34,2,True,True,4.23,4.11,4.05
002041,登海种业,种植业,1,20260901,11.2,-0.27,9.44,11.49,1.28,-3.57,2.68,-0.09,20.95,0,True,True,10.92,10.27,9.54
000721,西安饮食,酒店餐饮,1,20260901,6.95,1.02,2.47,3.6,0.82,-0.72,0.58,3.89,8.26,1,True,True,6.78,6.66,6.64
603123,翠微股份,多元金融,1,20260901,9.7,-2.12,3.13,4.38,0.45,-2.16,0.82,-1.92,2.54,0,False,True,9.87,9.44,9.45
002703,浙江世宝,汽车零部,1,20260901,16.58,-1.72,3.91,11.1,0.92,0.0,-1.99,4.87,21.91,0,True,True,16.21,15.2,15.18
603376,大明电子,汽车零部,1,20260901,25.77,-1.15,1.5,3.68,0.42,0.47,-0.93,-4.2,-4.2,0,False,False,26.24,26.64,26.38
002721,金一文化,饰品,1,20260901,3.06,2.34,6.69,8.78,1.13,-5.56,-5.23,9.29,12.09,1,True,True,2.96,2.79,2.79
605068,明新旭腾,汽车零部,1,20260901,17.71,1.66,2.18,2.15,0.96,4.63,0.17,0.62,3.03,1,False,False,17.43,17.6,19.02
003040,楚天龙,通信设备,1,20260901,18.5,-1.23,10.2,28.41,1.96,-3.78,-2.0,19.51,44.64,0,True,True,16.76,14.24,13.15
000998,隆平高科,种植业,1,20260901,9.25,1.65,4.18,5.1,1.09,-2.05,1.19,3.7,10.78,2,True,True,8.95,8.87,8.56
603293,埃泰克,汽车零部,1,20260901,35.92,1.04,2.05,4.2,1.66,-0.17,-0.92,1.1,2.92,2,False,False,35.42,35.63,36.28
002015,协鑫能科,电力,1,20260901,16.01,-4.25,5.38,7.77,1.0,-1.06,-1.69,0.82,13.14,0,False,True,16.26,15.36,15.56
601566,九牧王,服装家纺,1,20260901,8.4,0.36,1.31,0.88,1.16,1.9,0.36,0.0,0.36,1,False,False,8.37,8.43,8.47
600792,云煤能源,焦炭Ⅱ,1,20260901,3.96,1.8,3.6,1.88,0.76,1.52,0.51,3.66,8.2,4,True,True,3.85,3.76,3.7
000596,古井贡酒,白酒Ⅱ,1,20260901,93.9,1.88,3.88,0.94,1.17,-2.33,0.03,3.35,3.59,1,False,True,91.95,92.72,93.72
603207,小方制药,化学制药,1,20260901,23.25,-1.27,1.78,4.0,0.61,-0.69,-1.08,-0.34,-0.9,0,False,False,23.26,23.72,23.45
300927,江天化学,化学原料,1,20260901,31.44,2.04,12.33,18.31,1.1,-7.44,-1.4,10.32,16.4,1,True,True,30.27,27.36,24.68
001330,博纳影业,影视院线,2,20260901,5.1,-0.2,2.54,3.39,0.68,10.0,-0.2,3.45,6.25,0,False,True,4.98,4.92,5.07
600967,内蒙一机,地面兵装,1,20260901,11.1,-1.16,1.69,1.29,1.61,-0.18,0.63,0.73,2.68,0,False,False,11.07,11.04,11.36
002291,遥望科技,广告营销,1,20260901,5.2,0.39,1.54,2.28,1.26,5.0,-1.15,0.19,0.58,1,False,False,5.17,5.23,5.42
600318,新力金融,多元金融,1,20260901,6.88,-0.86,2.45,2.92,1.06,-1.02,-0.29,4.4,6.34,0,True,True,6.72,6.6,6.59
002349,精华制药,中药Ⅱ,1,20260901,7.89,10.04,11.02,5.19,2.73,-3.68,3.42,12.71,14.02,4,True,True,7.19,7.13,7.0
920895,花溪科技,专用设备,1,20260901,21.12,29.97,36.55,38.17,5.9,-4.12,-2.13,67.22,71.15,2,True,True,14.96,13.92,13.35
002107,沃华医药,中药Ⅱ,1,20260901,7.23,10.05,11.57,5.43,2.75,-7.33,-2.63,14.4,15.68,4,True,True,6.52,6.44,6.29
000536,华映科技,光学光电,1,20260901,3.54,0.85,3.42,4.0,1.55,1.69,-1.13,8.59,9.94,1,False,True,3.41,3.31,3.31
002909,集泰股份,化学制品,2,20260901,5.47,1.86,3.72,3.76,1.97,10.05,-0.73,3.01,4.79,2,True,True,5.32,5.26,5.17
600103,青山纸业,造纸,1,20260901,3.85,0.79,10.47,33.8,5.94,-1.04,-4.94,22.22,33.68,4,True,True,3.43,3.17,3.08
002955,鸿合科技,光学光电,1,20260901,33.63,-1.06,3.0,1.78,0.94,5.74,-2.32,-4.05,-4.51,0,False,False,34.2,34.78,34.46
600410,华胜天成,IT服务Ⅱ,1,20260901,13.53,-1.02,3.22,3.77,1.23,2.29,-2.22,1.27,-0.22,0,False,False,13.37,13.82,14.71
600479,千金药业,中药Ⅱ,1,20260901,13.33,9.98,12.62,25.62,3.57,-8.85,-3.98,33.03,36.58,4,True,True,11.26,10.59,10.23
002769,普路通,物流,1,20260901,7.16,1.56,3.12,1.45,0.96,-0.28,-0.28,1.56,2.43,1,True,True,7.05,7.0,6.99
000011,深物业A,房地产开,2,20260831,9.15,9.98,10.7,2.3,1.96,10.05,10.05,12.96,13.1,4,True,True,8.33,8.25,8.2
000965,天保基建,房地产开,1,20260831,3.29,2.49,4.36,1.87,1.44,10.03,10.03,2.17,4.44,1,True,True,3.22,3.19,3.18
002133,广宇集团,房地产开,1,20260831,2.82,1.44,3.24,1.52,0.97,9.93,9.93,1.08,4.44,1,True,True,2.77,2.74,2.7
002375,亚厦股份,装修装饰,1,20260831,3.7,0.54,1.63,0.79,0.9,10.0,5.68,0.54,2.78,1,True,True,3.67,3.65,3.61
002886,沃特股份,塑料,3,20260831,26.4,10.0,0.0,2.03,0.15,10.0,4.58,24.18,24.29,4,True,True,22.79,21.52,20.44
002098,浔兴股份,纺织制造,1,20260831,7.41,1.79,2.75,1.0,1.12,9.99,7.42,3.49,4.81,4,True,True,7.21,7.16,7.01
000712,锦龙股份,证券Ⅱ,4,20260831,11.8,9.97,0.0,1.69,0.41,10.0,8.98,33.18,37.53,3,True,True,10.04,9.38,9.37
002534,西子洁能,其他电源,1,20260831,15.02,-0.53,3.31,1.07,1.2,9.99,0.53,1.28,-2.34,0,False,False,15.02,15.34,15.45
002169,智光电气,电网设备,1,20260831,12.19,-0.81,2.12,1.58,0.85,10.01,4.1,-0.25,-3.02,0,False,False,12.22,12.56,12.61
600691,潞化科技,农化制品,2,20260831,2.94,10.11,10.86,3.41,2.22,9.86,4.76,13.08,14.84,1,True,True,2.69,2.6,2.54
001221,悍高集团,家居用品,1,20260831,37.52,-1.91,1.8,3.0,0.82,9.99,0.67,-1.91,-9.11,0,False,False,38.05,39.95,39.97
601882,海天精工,通用设备,1,20260831,19.92,-0.6,2.3,0.95,1.12,9.99,4.67,0.61,-0.9,0,False,False,19.87,20.26,20.16
600110,诺德股份,电池,1,20260831,10.94,-5.69,4.4,12.39,0.86,9.96,-1.1,-2.76,1.86,0,True,True,11.3,10.83,10.31
603270,金帝股份,通用设备,1,20260831,27.5,-1.96,4.74,5.41,1.27,10.0,4.91,-2.83,-1.33,0,False,False,27.85,28.2,27.56
600227,赤天化,农化制品,2,20260831,4.58,10.1,11.06,28.89,1.35,10.04,2.4,20.21,15.95,1,True,True,4.14,3.93,3.66
603269,海鸥股份,通用设备,3,20260831,22.18,10.02,5.95,3.59,0.69,10.01,1.8,20.35,24.54,2,True,True,19.47,18.64,16.73
605287,德才股份,装修装饰,1,20260831,37.8,2.0,6.5,2.92,1.56,10.0,2.78,-2.53,-3.74,1,False,False,37.89,38.56,38.36
603216,梦天家居,家居用品,1,20260831,20.59,0.0,2.91,1.07,0.79,10.0,0.92,-1.58,-2.23,0,False,False,20.67,20.77,20.75
601330,绿色动力,环境治理,1,20260831,7.1,0.42,1.27,0.77,1.38,10.0,5.35,0.71,1.57,1,False,False,7.06,7.04,7.13
603893,瑞芯微,半导体,1,20260831,176.9,-2.47,2.64,1.71,0.85,10.0,7.41,1.05,-2.05,0,False,False,176.82,183.9,192.68
603978,深圳新星,金属新材,1,20260831,19.02,0.48,2.48,3.23,1.1,9.99,-1.95,-0.05,0.32,1,False,False,18.99,19.06,19.24
301151,冠龙节能,通用设备,1,20260831,17.28,0.76,5.83,1.76,1.22,20.02,4.11,1.59,6.34,2,False,True,16.94,16.75,16.79
002081,金 螳 螂,装修装饰,1,20260831,5.6,-1.58,4.75,12.49,0.83,10.0,4.46,1.82,8.74,0,False,True,5.49,5.59,4.9
603989,艾华集团,元件,1,20260831,28.6,0.78,6.62,5.54,1.4,10.0,-2.06,4.34,-0.31,2,False,True,27.77,28.67,28.53
003018,金富科技,包装印刷,1,20260831,44.89,-4.59,6.35,7.95,1.11,10.0,-1.72,-2.37,4.35,0,True,True,44.76,43.13,40.61
002903,宇环数控,通用设备,1,20260831,28.95,-0.92,7.8,19.92,0.98,10.02,-2.25,-6.73,-14.2,0,True,True,30.36,30.33,28.82
003036,泰坦股份,专用设备,1,20260831,54.19,0.43,7.17,4.07,1.41,10.0,-3.3,5.33,2.01,2,False,True,52.4,54.11,52.78
002328,新朋股份,汽车零部,1,20260831,7.73,-0.39,2.71,7.7,1.6,9.96,-0.26,3.48,7.96,0,True,True,7.51,7.36,7.26
002830,名雕股份,装修装饰,1,20260831,14.34,0.49,2.31,2.62,1.01,9.97,0.07,2.43,4.75,1,True,True,14.12,13.92,13.7
002418,康盛股份,家电零部,1,20260831,4.9,-0.2,11.61,42.89,4.25,10.0,-6.33,20.99,32.79,0,True,True,4.4,4.08,3.92
002921,联诚精密,汽车零部,1,20260831,21.11,-0.24,3.21,3.27,1.09,10.0,0.0,-2.94,-5.0,0,False,False,21.42,21.84,22.26
002141,贤丰控股,元件,1,20260831,6.45,2.87,5.26,14.76,1.16,10.08,-2.48,5.22,0.0,2,False,True,6.16,6.4,6.29
603358,华达科技,汽车零部,1,20260831,45.2,-5.2,10.19,3.09,1.57,10.0,0.0,-1.7,-4.22,0,False,True,46.29,46.42,43.81
002881,美格智能,通信设备,1,20260831,40.82,-1.07,7.08,7.52,1.76,10.0,-1.3,2.56,7.85,0,True,True,40.55,39.58,38.63
600722,金牛化工,化学原料,2,20260831,15.27,10.01,12.75,20.7,1.02,10.02,4.78,8.92,7.92,1,True,True,14.34,13.68,12.61
603559,中通国脉,通信服务,2,20260831,9.58,9.99,10.1,7.03,2.85,10.02,-1.25,5.97,6.21,1,False,True,9.02,9.1,9.04
920223,荣亿精密,通用设备,1,20260831,12.18,12.99,15.49,10.23,3.35,29.97,-0.49,7.41,9.73,2,False,True,11.19,11.1,11.21
